Origin_Index,Origin_DOI,position,id,doi,title,authors,authors_auid,authors_affiliationid,sourcetitle,publicationyear,coverDate,volume,issue,first,last,citedbycount,type,text,fulltext
3,10.1016/j.jobe.2023.106396,47,84921295378,10.1016/j.buildenv.2015.01.003,Life cycle assessment and control measures for carbon emissions of typical buildings in China,"Zhang, X.; Wang, F.",,,Build. Environ.,2015,,,,,,,,,"Zhang, X., Wang, F., Life cycle assessment and control measures for carbon emissions of typical buildings in China. Build. Environ. 86 (2015), 89–97, 10.1016/j.buildenv.2015.01.003."
3,10.1016/j.jobe.2023.106396,48,84949770190,10.1016/j.rser.2015.11.037,GHG emission reduction performance of state-of-the-art green buildings: review of two case studies,"Wang, T.; Seo, S.; Liao, P.C.; Fang, D.",,,Renew. Sustain. Energy Rev.,2016,,,,,,,,,"Wang, T., Seo, S., Liao, P.C., Fang, D., GHG emission reduction performance of state-of-the-art green buildings: review of two case studies. Renew. Sustain. Energy Rev. 56 (2016), 484–493, 10.1016/j.rser.2015.11.037."
3,10.1016/j.jobe.2023.106396,49,77951766193,10.1016/j.scitotenv.2010.02.021,"Life cycle assessment of two dwellings: one in Spain, a developed country, and one in Colombia, a country under development","Ortiz-Rodríguez, O.; Castells, F.; Sonnemann, G.",,,Sci. Total Environ.,2010,,,,,,,,,"Ortiz-Rodríguez, O., Castells, F., Sonnemann, G., Life cycle assessment of two dwellings: one in Spain, a developed country, and one in Colombia, a country under development. Sci. Total Environ. 408:12 (2010), 2435–2443, 10.1016/j.scitotenv.2010.02.021."
3,10.1016/j.jobe.2023.106396,50,85082839035,10.1016/j.enbuild.2020.109940,Life cycle assessment of integrated thermal energy storage systems in buildings: a case study in Canada,"Karasu, H.; Dincer, I.",,,Energy Build.,2020,,,,,,,,,"Karasu, H., Dincer, I., Life cycle assessment of integrated thermal energy storage systems in buildings: a case study in Canada. Energy Build., 217, 2020, 109940, 10.1016/j.enbuild.2020.109940."
3,10.1016/j.jobe.2023.106396,51,85065788114,10.1016/j.apenergy.2019.05.056,Life cycle assessment of a wooden single-family house in Sweden,"Petrovic, B.; Myhren, J.A.; Zhang, X.; Wallhagen, M.; Eriksson, O.",,,Appl. Energy,2019,,,,,,,,,"Petrovic, B., Myhren, J.A., Zhang, X., Wallhagen, M., Eriksson, O., Life cycle assessment of a wooden single-family house in Sweden. Appl. Energy, 251, 2019, 113253, 10.1016/j.apenergy.2019.05.056."
3,10.1016/j.jobe.2023.106396,52,84885334321,10.3390/en6083901,Use of LCA as a tool for building ecodesign. a case study of a low energy building in Spain,"Zabalza, I.; Scarpellini, S.; Aranda, A.; Llera, E.; Jáñez, A.",,,Energies,2013,,,,,,,,,"Zabalza, I., Scarpellini, S., Aranda, A., Llera, E., Jáñez, A., Use of LCA as a tool for building ecodesign. a case study of a low energy building in Spain. Energies 6:8 (2013), 3901–3921, 10.3390/en6083901."
3,10.1016/j.jobe.2023.106396,53,84884206985,10.1016/j.apenergy.2013.04.008,Life cycle primary energy use and carbon footprint of wood-frame conventional and passive houses with biomass–based energy supply,"Dodoo, A.; Gustavsson, L.",,,Appl. Energy,2013,,,,,,,,,"Dodoo, A., Gustavsson, L., Life cycle primary energy use and carbon footprint of wood-frame conventional and passive houses with biomass–based energy supply. Appl. Energy 112 (2013), 834–842, 10.1016/j.apenergy.2013.04.008."
3,10.1016/j.jobe.2023.106396,54,84889002713,10.1016/j.enbuild.2013.11.010,Life-cycle energy and greenhouse gas analysis of three building types in a residential area in Lisbon,"Bastos, J.; Batterman, S.A.; Freire, F.",,,Energy Build.,2014,,,,,,,,,"Bastos, J., Batterman, S.A., Freire, F., Life-cycle energy and greenhouse gas analysis of three building types in a residential area in Lisbon. Energy Build. 69 (2014), 344–353, 10.1016/j.enbuild.2013.11.010."
3,10.1016/j.jobe.2023.106396,55,84870436378,10.1016/j.buildenv.2012.09.012,A methodology for estimating the life-cycle carbon efficiency of a residential building,"Li, D.; Chen, H.; Hui, E.C.; Zhang, J.; Li, Q.",,,Build. Environ.,2013,,,,,,,,,"Li, D., Chen, H., Hui, E.C., Zhang, J., Li, Q., A methodology for estimating the life-cycle carbon efficiency of a residential building. Build. Environ. 59 (2013), 448–455, 10.1016/j.buildenv.2012.09.012."
3,10.1016/j.jobe.2023.106396,56,84865334739,10.1111/j.1530-9290.2011.00415.x,Life cycle energy consumption and carbon dioxide emission of residential building designs in Beijing: a comparative study,"Gong, X.; Nie, Z.; Wang, Z.; Cui, S.; Gao, F.; Zuo, T.",,,J. Ind. Ecol.,2012,,,,,,,,,"Gong, X., Nie, Z., Wang, Z., Cui, S., Gao, F., Zuo, T., Life cycle energy consumption and carbon dioxide emission of residential building designs in Beijing: a comparative study. J. Ind. Ecol. 16:4 (2012), 576–587, 10.1111/j.1530-9290.2011.00415.x."
3,10.1016/j.jobe.2023.106396,57,85124203588,,Production of Electricity and Heat,,,,,2020,,,,,,,,[Internet] [cited 2022 May 24]. Available from,"Official Statistics of Finland. Production of Electricity and Heat. [Internet], 2020 [cited 2022 May 24]. Available from http://www.stat.fi/til/salatuo/2020/salatuo_2020_2021-11-02_tie_001_en.html."
3,10.1016/j.jobe.2023.106396,58,85108887236,,State profile and energy estimates,,,,,2020,,,,,,,,[Internet] [cited 2022 May 24]. Available from,"Connecticut. State profile and energy estimates. [Internet] [cited 2022 May 24]. Available from https://www.eia.gov/beta/states/states/ct/overview, 2020."
3,10.1016/j.jobe.2023.106396,59,85151462981,,District Heating and Cooling Systems,,,,,2016,,,,,,,,R-0289. [Internet]; 2022[cited 2022 May 24]. Available from:∶,OLR. District Heating and Cooling Systems. 2016 R-0289. [Internet]; 2022[cited 2022 May 24]. Available from:∶ https://www.cga.ct.gov/2016/rpt/pdf/2016-R-0289.pdf.
3,10.1016/j.jobe.2023.106396,60,85088031498,10.1016/j.jclepro.2020.122370,Has the inter-regional transmission grid promoted clean power development? a quantitative assessment on China's electricity sector,"Tan, X.; Lin, S.; Liu, Y.L.; Xie, B.C.",,,J. Clean. Prod.,2020,,,,,,,,,"Tan, X., Lin, S., Liu, Y.L., Xie, B.C., Has the inter-regional transmission grid promoted clean power development? a quantitative assessment on China's electricity sector. J. Clean. Prod., 269, 2020, 122370, 10.1016/j.jclepro.2020.122370."
3,10.1016/j.jobe.2023.106396,61,85063343305,10.1016/j.rser.2019.03.014,Feasibility study on solar district heating in China,"Huang, J.; Fan, J.; Furbo, S.",,,Renew. Sustain. Energy Rev.,2019,,,,,,,,,"Huang, J., Fan, J., Furbo, S., Feasibility study on solar district heating in China. Renew. Sustain. Energy Rev. 108 (2019), 53–64, 10.1016/j.rser.2019.03.014."
3,10.1016/j.jobe.2023.106396,62,85151401142,,Environmental protection in Finland,"Lyytimäki, J.",,,,2014,,,,,,,,[Internet] [cited 2023 March 14]. Available from,"Lyytimäki, J., Environmental protection in Finland. [Internet] [cited 2023 March 14]. Available from https://finland.fi/life-society/environmental-protection-in-finland/, 2014."
3,10.1016/j.jobe.2023.106396,63,85137783706,10.5334/bc.30,Reduced carbon footprints of buildings: new Finnish standards and assessments,"Kuittinen, M.; Häkkinen, T.",,,Build. Cities,2020,,,,,,,,,"Kuittinen, M., Häkkinen, T., Reduced carbon footprints of buildings: new Finnish standards and assessments. Build. Cities 1:1 (2020), 182–197, 10.5334/bc.30."
3,10.1016/j.jobe.2023.106396,64,85151455844,,Is a mass timber construction boom coming to America?,"Mendez, E.",,,,2022,,,,,,,,[Internet] [cited 2023 March 14]. Available from,"Mendez, E., Is a mass timber construction boom coming to America?. [Internet] [cited 2023 March 14]. Available from https://www.pbs.org/wnet/peril-and-promise/2022/06/is-a-mass-timber-construction-boom-coming-to-america/, 2022."
3,10.1016/j.jobe.2023.106396,65,84940704734,10.1016/j.resconrec.2015.07.021,Concrete transformation of buildings in China and implications for the steel cycle,"Wang, T.; Tian, X.; Hashimoto, S.; Tanikawa, H.",,,Resour. Conserv. Recycl.,2015,,,,,,,,,"Wang, T., Tian, X., Hashimoto, S., Tanikawa, H., Concrete transformation of buildings in China and implications for the steel cycle. Resour. Conserv. Recycl. 103 (2015), 205–215, 10.1016/j.resconrec.2015.07.021."
3,10.1016/j.jobe.2023.106396,66,85010752322,,Increasing the Efficiency of Existing Coal-Fired Power Plants,"Campbell, R.J.",,,,2013,,,,,,,,Congressional Research Service The United States,"Campbell, R.J., Increasing the Efficiency of Existing Coal-Fired Power Plants. 2013, Congressional Research Service, The United States."
4,10.1016/j.jobe.2023.106356,1,85121332245,,Net Zero Strategy,,,,,2021,,,,,,,,Build Back Greener London,"BEIS. Net Zero Strategy. 2021, Build Back Greener, London."
4,10.1016/j.jobe.2023.106356,2,85069690370,,,,,,UK Housing: Fit For the Future?,2019,,,,,,,,Committee on Climate Change London,"UK Housing: Fit For the Future?, 2019, Committee on Climate Change, London."
4,10.1016/j.jobe.2023.106356,3,85078878897,,The Future Homes Standard 2019 Consultation on Changes to Part L (Conservation of Fuel and Power) and Part F (Ventilation) of the Building Regulations for New Dwellings,,,,,2019,,,,,,,,London,MHCLG. The Future Homes Standard 2019 Consultation on Changes to Part L (Conservation of Fuel and Power) and Part F (Ventilation) of the Building Regulations for New Dwellings. 2019 London.
4,10.1016/j.jobe.2023.106356,4,85026460009,10.1016/J.RSER.2017.07.058,Life cycle assessment of embodied and operational energy for a passive housing block in Austria,"Kovacic, I.; Reisinger, J.; Honic, M.",,,Renew. Sustain. Energy Rev.,2018,,,,,,,,,"Kovacic, I., Reisinger, J., Honic, M., Life cycle assessment of embodied and operational energy for a passive housing block in Austria. Renew. Sustain. Energy Rev. 82 (2018), 1774–1786, 10.1016/J.RSER.2017.07.058."
4,10.1016/j.jobe.2023.106356,5,85151058131,,Future Energy Scenarios,,,,,2021,,,,,,,,Warwick,"E.S.O. National Grid. Future Energy Scenarios. 2021, 166 Warwick."
4,10.1016/j.jobe.2023.106356,6,85094658980,10.1080/24751448.2020.1804771,Whole-building life cycle assessment: comparison of available tools,"Herrero-Garcia, V.",,,Technol. + Des,2020,,,,,,,,,"Herrero-Garcia, V., Whole-building life cycle assessment: comparison of available tools. Technol. + Des 4:2 (2020), 248–252, 10.1080/24751448.2020.1804771."
4,10.1016/j.jobe.2023.106356,7,85094607749,,How to Calculate Embodied Carbon,"Gibbons, O.; Orr, J.",,,,2020,,,,,,,,London,"Gibbons, O., Orr, J., How to Calculate Embodied Carbon. 2020 London."
4,10.1016/j.jobe.2023.106356,8,85021058261,10.1016/J.ENBUILD.2017.06.043,"A review and critique of UK housing stock energy models, modelling approaches and data sources","Sousa, G.; Jones, B.M.; Mirzaei, P.A.; Robinson, D.",,,Energy Build.,2017,,,,,,,,,"Sousa, G., Jones, B.M., Mirzaei, P.A., Robinson, D., A review and critique of UK housing stock energy models, modelling approaches and data sources. Energy Build. 151 (2017), 66–80, 10.1016/J.ENBUILD.2017.06.043."
4,10.1016/j.jobe.2023.106356,9,85083317032,10.1016/j.enbuild.2020.110021,Uncertain multi-criteria sustainability assessment of green building insulation materials,"Streimikiene, D.; Skulskis, V.; Balezentis, T.; Agnusdei, G.P.",,,Energy Build.,2020,,,,,,,,,"Streimikiene, D., Skulskis, V., Balezentis, T., Agnusdei, G.P., Uncertain multi-criteria sustainability assessment of green building insulation materials. Energy Build., 219, 2020, 110021, 10.1016/j.enbuild.2020.110021."
4,10.1016/j.jobe.2023.106356,10,85054924144,10.1016/J.JOBE.2018.09.014,Energy-efficiency technologies in the building envelope: life cycle and adaptation assessment,"Aslani, A.; Bakhtiar, A.; Akbarzadeh, M.H.",,,J. Build. Eng.,2019,,,,,,,,,"Aslani, A., Bakhtiar, A., Akbarzadeh, M.H., Energy-efficiency technologies in the building envelope: life cycle and adaptation assessment. J. Build. Eng. 21 (2019), 55–63, 10.1016/J.JOBE.2018.09.014."
4,10.1016/j.jobe.2023.106356,11,84937978704,,Environmental Management — Life Cycle Assessment — Principles and Framework,,,,,2006,,,,,,,,,ISO. ISO 14040:2006. Environmental Management — Life Cycle Assessment — Principles and Framework. 2006.
4,10.1016/j.jobe.2023.106356,12,85045784825,,Whole Life Carbon Assessment for the Built Environment,,,,,2017,,,,,,,,London,RICS. Whole Life Carbon Assessment for the Built Environment. 2017 London.
4,10.1016/j.jobe.2023.106356,13,85106426611,10.1007/S10098-021-02115-X/FIGURES/15,Evaluation of the completeness of LCA studies for residential buildings,"Dong, Y.; Liu, P.",,,Clean Technol. Environ. Policy,2022,,,,,,,,,"Dong, Y., Liu, P., Evaluation of the completeness of LCA studies for residential buildings. Clean Technol. Environ. Policy 24:1 (2022), 229–250, 10.1007/S10098-021-02115-X/FIGURES/15."
4,10.1016/j.jobe.2023.106356,14,84988030672,10.1016/J.RSER.2016.09.058,"Recent developments, future challenges and new research directions in LCA of buildings: a critical review","Anand, C.K.; Amor, B.",,,Renew. Sustain. Energy Rev.,2017,,,,,,,,,"Anand, C.K., Amor, B., Recent developments, future challenges and new research directions in LCA of buildings: a critical review. Renew. Sustain. Energy Rev. 67 (2017), 408–416, 10.1016/J.RSER.2016.09.058."
4,10.1016/j.jobe.2023.106356,15,85083885910,10.1016/j.enbuild.2020.109917,Life cycle assessment of the building industry: an overview of two decades of research (1995–2018),"Bahramian, M.; Yetilmezsoy, K.",,,Energy Build.,2020,,,,,,,,,"Bahramian, M., Yetilmezsoy, K., Life cycle assessment of the building industry: an overview of two decades of research (1995–2018). Energy Build., 219(7), 2020, 109917, 10.1016/j.enbuild.2020.109917."
4,10.1016/j.jobe.2023.106356,16,85044365529,10.1016/J.BUILDENV.2017.12.032,Normalising and assessing carbon emissions in the building sector: a review on the embodied CO2 emissions of residential buildings,"Chastas, P.; Theodosiou, T.; Kontoleon, K.J.; Bikas, D.",,,Build. Environ.,2018,,,,,,,,,"Chastas, P., Theodosiou, T., Kontoleon, K.J., Bikas, D., Normalising and assessing carbon emissions in the building sector: a review on the embodied CO2 emissions of residential buildings. Build. Environ. 130 (2018), 212–226, 10.1016/J.BUILDENV.2017.12.032."
4,10.1016/j.jobe.2023.106356,17,85029516024,10.1016/J.ENBUILD.2017.09.025,A review of research on embodied energy of buildings using bibliometric analysis,"Zeng, R.; Chini, A.",,,Energy Build.,2017,,,,,,,,,"Zeng, R., Chini, A., A review of research on embodied energy of buildings using bibliometric analysis. Energy Build. 155 (2017), 172–184, 10.1016/J.ENBUILD.2017.09.025."
4,10.1016/j.jobe.2023.106356,18,85091241812,10.1016/J.BUILDENV.2020.107274,Life cycle assessment in the building design process – a systematic literature review,"Roberts, M.; Allen, S.; Coley, D.",,,Build. Environ.,2020,,,,,,,,,"Roberts, M., Allen, S., Coley, D., Life cycle assessment in the building design process – a systematic literature review. Build. Environ., 185, 2020, 107274, 10.1016/J.BUILDENV.2020.107274."
4,10.1016/j.jobe.2023.106356,19,85091209702,10.14207/EJSD.2019.V8N5P383,Toward LCA-lite: a simplified tool to easily apply LCA logic at the early design stage of building in Australia,"Tabrizi, T.B.; Brambilla, A.",,,Eur. J. Sustain. Dev.,2019,,,,,,,,383–383,"Tabrizi, T.B., Brambilla, A., Toward LCA-lite: a simplified tool to easily apply LCA logic at the early design stage of building in Australia. Eur. J. Sustain. Dev., 8(5), 2019, 10.14207/EJSD.2019.V8N5P383 383–383."
4,10.1016/j.jobe.2023.106356,20,85042593782,10.1007/S40974-017-0056-9/FIGURES/9,Parametric real-time energy analysis in early design stages: a method for residential buildings in Germany,"Hollberg, A.; Lichtenheld, T.; Klüber, N.; Ruth, J.",,,"Energy, Ecol. Environ.",2018,,,,,,,,,"Hollberg, A., Lichtenheld, T., Klüber, N., Ruth, J., Parametric real-time energy analysis in early design stages: a method for residential buildings in Germany. Energy, Ecol. Environ. 3:1 (2018), 13–23, 10.1007/S40974-017-0056-9/FIGURES/9."
4,10.1016/j.jobe.2023.106356,21,84860427258,,"National Building Information Modeling Standard Version 1 - Part 1: Overview, Principles, and Methodologies",,,,,2007,,,,,,,,,"US National Institute of Building Sciences. National Building Information Modeling Standard Version 1 - Part 1: Overview, Principles, and Methodologies. 2007."
4,10.1016/j.jobe.2023.106356,22,85069638660,10.1016/J.BUILDENV.2019.106290,A review of life cycle assessment of buildings using a systematic approach,"Nwodo, M.N.; Anumba, C.J.",,,Build. Environ.,2019,,,,,,,,,"Nwodo, M.N., Anumba, C.J., A review of life cycle assessment of buildings using a systematic approach. Build. Environ., 162, 2019, 106290, 10.1016/J.BUILDENV.2019.106290."
4,10.1016/j.jobe.2023.106356,23,85088638538,10.3390/SU12145534,BIM and LCA integration: a systematic literature review,"Obrecht, T.P.; Röck, M.; Hoxha, E.; Passer, A.",,,Sustainability,2020,,,,,,,,,"Obrecht, T.P., Röck, M., Hoxha, E., Passer, A., BIM and LCA integration: a systematic literature review. Sustainability, 12(14), 2020, 5534, 10.3390/SU12145534."
